0	0	0
0.001	0	0.001
6.284	0	1.56706
12.567	0	1.57079
18.85	0	1.5708
25.133	0	1.5708
31.416	0	1.5708
37.7	0	1.5708
43.983	0	1.5708
50.266	0	1.5708
56.549	0	1.5708
62.832	0	1.5708
69.116	0	1.5708
75.399	0	1.5708
81.682	0	1.5708
87.965	0	1.5708
94.248	0	1.5708
100.531	0	1.5708
106.815	0	1.5708
113.098	0	1.5708
119.381	0	1.5708
125.664	0	1.5708
131.947	0	1.5708
138.231	0	1.5708
144.514	0	1.5708
150.797	0	1.5708
157.08	0	1.5708
163.363	0	1.5708
169.647	0	1.5708
175.93	0	1.5708
182.213	0	1.5708
188.496	0	1.5708
194.779	0	1.5708
201.062	0	1.5708
207.346	0	1.5708
213.629	0	1.5708
219.912	0	1.5708
226.195	0	1.5708
232.478	0	1.5708
238.762	0	1.5708
245.045	0	1.5708
251.328	0	1.5708
257.611	0	1.5708
263.894	0	1.5708
270.177	0	1.5708
276.461	0	1.5708
282.744	0	1.5708
289.027	0	1.5708
295.31	0	1.5708
301.593	0	1.5708
307.877	0	1.5708
314.16	0	1.5708
320.443	0	1.5708
326.726	0	1.5708
333.009	0	1.5708
339.293	0	1.5708
345.576	0	1.5708
351.859	0	1.5708
358.142	0	1.5708
364.425	0	1.5708
370.708	0	1.5708
376.992	0	1.5708
383.275	0	1.5708
389.558	0	1.5708
395.841	0	1.5708
402.124	0	1.5708
408.408	0	1.5708
414.691	0	1.5708
420.974	0	1.5708
427.257	0	1.5708
433.54	0	1.5708
439.823	0	1.5708
446.107	0	1.5708
452.39	0	1.5708
458.673	0	1.5708
464.956	0	1.5708
471.239	0	1.5708
477.523	0	1.5708
483.806	0	1.5708
490.089	0	1.5708
496.372	0	1.5708
502.655	0	1.5708
508.939	0	1.5708
515.222	0	1.5708
521.505	0	1.5708
527.788	0	1.5708
534.071	0	1.5708
540.354	0	1.5708
546.638	0	1.5708
552.921	0	1.5708
559.204	0	1.5708
565.487	0	1.5708
571.77	0	1.5708
578.054	0	1.5708
584.337	0	1.5708
590.62	0	1.5708
596.903	0	1.5708
603.186	0	1.5708
609.469	0	1.5708
615.753	0	1.5708
622.036	0	1.5708
628.319	0	1.5708
634.602	0	1.5708
640.885	0	1.5708
647.169	0	1.5708
653.452	0	1.5708
659.735	0	1.5708
666.018	0	1.5708
672.301	0	1.5708
678.585	0	1.5708
684.868	0	1.5708
691.151	0	1.5708
697.434	0	1.5708
703.717	0	1.5708
710	0	1.5708
716.284	0	1.5708
722.567	0	1.5708
728.85	0	1.5708
735.133	0	1.5708
741.416	0	1.5708
747.7	0	1.5708
753.983	0	1.5708
760.266	0	1.5708
766.549	0	1.5708
772.832	0	1.5708
779.115	0	1.5708
785.399	0	1.5708
791.682	0	1.5708
797.965	0	1.5708
804.248	0	1.5708
810.531	0	1.5708
816.815	0	1.5708
823.098	0	1.5708
829.381	0	1.5708
835.664	0	1.5708
